registerNum,country1,country2,dateBegan,dateEnded,durationDays,peopleDead,peopleDisplaced,damageUsd,mainCause1,mainCause2,mainCause3,severity,affectedSqKm,magnitude,centroidX,centroidY,region,sub_region,region_code,sub_region_code,year
4191,Democratic Republic of Congo,,2014-10-04 00:00:00,2014-10-11 00:00:00,8,4,200,,Monsoon,,,large,781320.47,6.79591919,25.2115,-7.980060000000001,Africa,Middle Africa,2.0,17.0,2014
4190,Malaysia,,2014-10-04 00:00:00,2014-10-11 00:00:00,8,0,100,,Heavy Rain,,,large,31695.74,5.404090882999999,117.18299999999999,6.0074,Asia,South-Eastern Asia,142.0,35.0,2014
4189,Philippines,,2014-09-19 00:00:00,2014-10-11 00:00:00,23,5,83000,,Hurricane/Tropical Storm,,,very large,30855.03,6.027145067999999,121.61200000000001,14.6575,Asia,South-Eastern Asia,142.0,35.0,2014
4188,India,,2014-09-24 00:00:00,2014-10-11 00:00:00,18,59,30000,,Monsoon,,,very large,61894.97,6.223019121,92.4891,26.7465,Asia,Southern Asia,142.0,34.0,2014
4187,Vanuatu,,2014-10-03 00:00:00,2014-10-11 00:00:00,9,1,100,,Heavy Rain,,,large,3365.71,4.481319203,166.967,-15.3154,Oceania,Melanesia,9.0,54.0,2014
4186,South Sudan,,2014-09-21 00:00:00,2014-10-11 00:00:00,21,7,3000,,Heavy Rain,,,large,143087.31,6.477820414,32.9068,6.941730000000001,Africa,Eastern Africa,2.0,14.0,2014
4185,China,,2014-09-01 00:00:00,2014-09-08 00:00:00,8,44,121700,,Monsoon,,,very large,55272.31,5.821688862,108.35,30.7799,Asia,Eastern Asia,142.0,30.0,2014
4184,Thailand,,2014-09-01 00:00:00,2014-09-08 00:00:00,8,0,400,,Monsoon,,,large,34449.25,5.4402697579999995,100.45700000000001,16.4039,Asia,South-Eastern Asia,142.0,35.0,2014
4183,Bulgaria,,2014-09-05 00:00:00,2014-09-08 00:00:00,4,3,0,,Heavy Rain,,,large,7804.96,4.494430673,27.4879,42.6219,Europe,Eastern Europe,150.0,151.0,2014
4182,South Korea,Japan,2014-08-24 00:00:00,2014-09-04 00:00:00,12,5,0,,Heavy Rain,,,very large,35508.04,5.805599206,128.392,36.051,Asia,Eastern Asia,142.0,30.0,2014
4181,Panama,,2014-08-18 00:00:00,2014-09-04 00:00:00,18,9,116,,Heavy Rain,,,large,22658.51,5.610503852999999,-80.9628,8.23894,Americas,Central America,19.0,13.0,2014
4180,Dominican Republic,,2014-08-20 00:00:00,2014-09-04 00:00:00,16,0,4000,,Hurricane/Tropical Storm,,,large,13399.5,5.331208576,-69.75399999999999,19.0682,Americas,Caribbean,19.0,29.0,2014
4179,Pakistan,India,2014-09-01 00:00:00,2014-10-11 00:00:00,41,300,30000,,Monsoon,,,extreme,253686.93,7.318111945,75.3419,33.9449,Asia,Southern Asia,142.0,34.0,2014
4178,Bangladesh,,2014-08-20 00:00:00,2014-09-08 00:00:00,20,17,500000,,Monsoon,,,very large,35999.91,6.03342267,90.6333,24.5661,Asia,Southern Asia,142.0,34.0,2014
4177,United States,,2014-08-10 00:00:00,2014-08-19 00:00:00,10,1,0,,Heavy Rain,,,extreme,11462.27,5.36030063,-83.3134,42.5291,Americas,Northern America,19.0,21.0,2014
4176,India,,2014-08-15 00:00:00,2014-09-08 00:00:00,25,1,75000,,Monsoon,,,large,44290.91,6.0442546120000005,94.6542,27.6132,Asia,Southern Asia,142.0,34.0,2014
4175,Niger,,2014-08-13 00:00:00,2014-08-19 00:00:00,7,12,10000,,Heavy Rain,,,large,350748.91,6.39009437,6.40648,16.3273,Africa,Western Africa,2.0,11.0,2014
4174,India,,2014-08-14 00:00:00,2014-09-08 00:00:00,26,0,10000,,Monsoon,,,very large,62650.8,6.387991228,86.2537,26.1795,Asia,Southern Asia,142.0,34.0,2014
4173,Indonesia,,2014-08-11 00:00:00,2014-08-19 00:00:00,9,2,600,,Heavy Rain,,,large,65176.82,5.7683356770000005,107.83,-7.0044,Asia,South-Eastern Asia,142.0,35.0,2014
4172,China,,2014-08-11 00:00:00,2014-08-19 00:00:00,9,27,10000,,Monsoon,,,very large,387775.13,6.718913721,114.164,25.4709,Asia,Eastern Asia,142.0,30.0,2014
4171,India,,2014-08-11 00:00:00,2014-09-08 00:00:00,29,31,4000,,Monsoon,,,very large,107474.39,6.669794246,79.7586,27.3852,Asia,Southern Asia,142.0,34.0,2014
4170,Nepal,,2014-08-12 00:00:00,2014-09-08 00:00:00,28,180,17000,,Monsoon,,,very large,55212.66,6.365287961,81.9731,28.9832,Asia,Southern Asia,142.0,34.0,2014
4169,Japan,,2014-08-16 00:00:00,2014-08-19 00:00:00,4,3,12000,,Heavy Rain,,,extreme,76116.81,5.784570566,136.31,35.7986,Asia,Eastern Asia,142.0,30.0,2014
4168,Papua New Guinea,,2014-07-20 00:00:00,2014-07-29 00:00:00,10,4,0,,Heavy Rain,,,very large,51770.21,5.890171186,143.399,-6.06802,Oceania,Melanesia,9.0,54.0,2014
4167,China,Vietnam,2014-07-18 00:00:00,2014-07-29 00:00:00,12,46,100000,,Hurricane/Tropical Storm,,,extreme,82764.22,6.298053867999999,107.508,21.4955,Asia,Eastern Asia,142.0,30.0,2014
4166,Russia,,2014-07-22 00:00:00,2014-07-29 00:00:00,8,0,0,,Heavy Rain,,,extreme,224475.55,6.555289027000001,156.129,62.7394,Europe,Eastern Europe,150.0,151.0,2014
4165,India,,2014-07-20 00:00:00,2014-07-29 00:00:00,10,6,15000,,Monsoon,,,large,189576.05,6.27778347,84.1258,20.7752,Asia,Southern Asia,142.0,34.0,2014
4164,South Sudan,Sudan,2014-07-20 00:00:00,2014-09-08 00:00:00,51,77,112000,,Heavy Rain,,,very large,641087.55,7.690578778,31.0015,10.2137,Africa,Eastern Africa,2.0,14.0,2014
4163,Brazil,Uruguay,2014-07-03 00:00:00,2014-07-29 00:00:00,27,10,50000,,Heavy Rain,,,extreme,44866.46,6.384315565,-58.0256,-32.3467,Americas,South America,19.0,5.0,2014
4162,Nepal,,2014-07-01 00:00:00,2014-07-14 00:00:00,14,16,2400,,Heavy Rain,,,very large,11578.77,5.385881722000001,84.6207,28.4737,Asia,Southern Asia,142.0,34.0,2014
4161,Bangladesh,,2014-07-13 00:00:00,2014-07-14 00:00:00,2,0,30000,,Heavy Rain,Storm/Tidal Surge,,very large,217.52900000000002,2.814638418,90.5498,22.3313,Asia,Southern Asia,142.0,34.0,2014
4160,United States,,2014-07-11 00:00:00,2014-07-14 00:00:00,4,0,0,,Snow/Ice Melt,,,large,2950.82,4.07200271,-134.446,58.1993,Americas,Northern America,19.0,21.0,2014
4159,Brazil,,2014-05-22 00:00:00,2014-07-29 00:00:00,69,0,0,,Heavy Rain,,,extreme,256564.57,7.549075769,-59.5597,-2.9293400000000003,Americas,South America,19.0,5.0,2014
4158,Sudan,,2014-07-07 00:00:00,2014-07-14 00:00:00,8,0,42400,,Heavy Rain,,,very large,137141.28,6.216349445,33.08,13.3883,Africa,Northern Africa,2.0,15.0,2014
4157,New Zealand,,2014-07-05 00:00:00,2014-07-14 00:00:00,10,0,0,,Heavy Rain,,,large,8581.24,4.933550048,174.06799999999998,-35.6989,Oceania,Australia and New Zealand,9.0,53.0,2014
4156,Thailand,,2014-07-11 00:00:00,2014-07-14 00:00:00,4,0,500,,Heavy Rain,,,large,15921.63,4.804047519,99.73899999999999,19.8258,Asia,South-Eastern Asia,142.0,35.0,2014
4155,China,,2014-06-05 00:00:00,2014-06-25 00:00:00,21,14,337000,,Monsoon,,,large,377101.63,6.898677704,112.35799999999999,26.4396,Asia,Eastern Asia,142.0,30.0,2014
4154,India,,2014-06-23 00:00:00,2014-06-25 00:00:00,3,0,10000,,Monsoon,,,large,49220.53,5.169267541,94.71600000000001,27.8115,Asia,Southern Asia,142.0,34.0,2014
4153,Philippines,,2014-06-17 00:00:00,2014-06-25 00:00:00,9,0,35000,,Heavy Rain,,,large,15356.31,5.14052938,124.73,6.7719,Asia,South-Eastern Asia,142.0,35.0,2014
4152,United States,,2014-06-10 00:00:00,2014-07-14 00:00:00,35,0,600,,Heavy Rain,,,extreme,418317.13,7.466603688999999,-94.7944,42.708,Americas,Northern America,19.0,21.0,2014
4151,Bulgaria,,2014-06-19 00:00:00,2014-06-25 00:00:00,7,12,2000,,Heavy Rain,,,extreme,24415.42,5.533792235,27.0426,42.9445,Europe,Eastern Europe,150.0,151.0,2014
4150,Paraguay,Brazil,2014-06-03 00:00:00,2014-07-14 00:00:00,42,9,265000,,Heavy Rain,,,extreme,554605.25,7.668263262000001,-53.547,-24.3541,Americas,South America,19.0,5.0,2014
4149,Russia,,2014-06-04 00:00:00,2014-06-10 00:00:00,7,70,3000,,Heavy Rain,,,very large,1829701.35,7.283569507999999,94.3696,55.0332,Europe,Eastern Europe,150.0,151.0,2014
4148,Mexico,Guatemala,2014-06-01 00:00:00,2014-06-10 00:00:00,10,22,25000,,Monsoon,,,very large,113685.43,6.2317960679999995,-94.0274,16.5997,Americas,Central America,19.0,13.0,2014
4147,Iran,,2014-06-01 00:00:00,2014-06-10 00:00:00,10,37,440000,,Monsoon,,,very large,305525.25,6.661138367,57.2544,34.3756,Asia,Southern Asia,142.0,34.0,2014
4146,China,,2014-05-30 00:00:00,2014-06-10 00:00:00,12,6,500,,Heavy Rain,,,large,45994.3,5.74188526,113.34200000000001,23.2652,Asia,Eastern Asia,142.0,30.0,2014
4145,Sri Lanka,,2014-06-04 00:00:00,2014-06-10 00:00:00,7,5,16000,,Hurricane/Tropical Storm,,,very large,10337.47,5.035603561,80.1668,7.66215,Asia,Southern Asia,142.0,34.0,2014
4144,Afghanistan,,2014-06-03 00:00:00,2014-06-10 00:00:00,8,0,300,,Heavy Rain,,,very large,44203.93,5.724642128999999,68.0178,35.6352,Asia,Southern Asia,142.0,34.0,2014
4143,China,,2014-05-12 00:00:00,2014-05-16 00:00:00,5,1,10000,,Heavy Rain,,,extreme,205001.27,6.311756552,111.46700000000001,27.3821,Asia,Eastern Asia,142.0,30.0,2014
4142,Tajikistan,,2014-05-10 00:00:00,2014-05-16 00:00:00,7,0,425,,Heavy Rain,,,very large,41719.46,5.641527977999999,69.3787,38.4853,Asia,Central Asia,142.0,143.0,2014
4141,Italy,,2014-05-02 00:00:00,2014-05-10 00:00:00,9,2,250,,Heavy Rain,,,very large,11256.33,5.181730585,13.013,43.3979,Europe,Southern Europe,150.0,39.0,2014
4140,Tanzania,,2014-05-10 00:00:00,2014-05-16 00:00:00,7,0,22000,,Heavy Rain,,,large,22249.34,5.1924151730000006,38.9442,-7.66435,Africa,Eastern Africa,2.0,14.0,2014
4139,Serbia and Montenegro,Bosnia and Herzegovina,2014-05-12 00:00:00,2014-05-16 00:00:00,5,3,4000,,Heavy Rain,,,extreme,115747.69,6.063512332,19.2236,44.56,,,,,2014
4138,Romania,Bulgaria,2014-04-17 00:00:00,2014-05-01 00:00:00,15,0,640,,Heavy Rain,,,very large,87430.69,6.293846424,24.494,44.0617,Europe,Eastern Europe,150.0,151.0,2014
4137,Tanzania,,2014-04-18 00:00:00,2014-05-01 00:00:00,14,41,0,,Heavy Rain,,,very large,18498.39,5.589353226,38.9689,-7.193010000000001,Africa,Eastern Africa,2.0,14.0,2014
4136,Afghanistan,,2014-04-20 00:00:00,2014-05-16 00:00:00,27,123,6000,,Heavy Rain,,,very large,83722.34,6.530296381,66.4342,35.834,Asia,Southern Asia,142.0,34.0,2014
4135,United States,,2014-04-30 00:00:00,2014-05-01 00:00:00,2,1,200,,Heavy Rain,,,extreme,260469.81,6.017817385,-84.9465,31.2966,Americas,Northern America,19.0,21.0,2014
4134,United States,,2014-04-01 00:00:00,2014-04-08 00:00:00,8,2,300,,Heavy Rain,,,very large,82418.56,5.995206268,-87.6188,31.8585,Americas,Northern America,19.0,21.0,2014
4133,Argentina,,2014-04-01 00:00:00,2014-04-08 00:00:00,8,0,2000,,Heavy Rain,,,very large,69876.78,5.92351413,-70.2984,-38.3652,Americas,South America,19.0,5.0,2014
4132,Solomon Islands,,2014-04-01 00:00:00,2014-04-08 00:00:00,8,23,10000,,Heavy Rain,,,extreme,5480.75,4.942959975,160.342,-9.67763,Oceania,Melanesia,9.0,54.0,2014
4131,South Africa,Namibia,2014-03-01 00:00:00,2014-03-30 00:00:00,30,37,3528,,Heavy Rain,,,very large,1037639.19,7.66925888,25.6074,-21.5153,Africa,Southern Africa,2.0,18.0,2014
4130,Australia,,2014-03-24 00:00:00,2014-03-30 00:00:00,7,1,0,,Heavy Rain,,,very large,250162.12,6.419410847999999,150.11700000000002,-26.2415,Oceania,Australia and New Zealand,9.0,53.0,2014
4129,United States,,2014-03-25 00:00:00,2014-03-30 00:00:00,6,0,200,,Heavy Rain,,,very large,53220.79,5.680323826,-89.1282,31.4244,Americas,Northern America,19.0,21.0,2014
4128,Zimbabwe,,2014-02-01 00:00:00,2014-03-30 00:00:00,58,0,4000,,Dam Failure,,,large,17205.64,5.999098825,31.3479,-21.5196,Africa,Eastern Africa,2.0,14.0,2014
4127,Paraguay,,2014-02-25 00:00:00,2014-03-10 00:00:00,14,0,2000,,Heavy Rain,,,large,6829.57,4.980521396,-57.5833,-25.2205,Americas,South America,19.0,5.0,2014
4126,Burundi,,2014-02-19 00:00:00,2014-03-10 00:00:00,20,69,20000,,Heavy Rain,,,extreme,3237.42,5.112259037,29.6499,-4.14041,Africa,Eastern Africa,2.0,14.0,2014
4125,New Zealand,,2014-03-03 00:00:00,2014-03-10 00:00:00,8,0,80,,Heavy Rain,,,extreme,1015.84,4.210945292,172.613,-43.4538,Oceania,Australia and New Zealand,9.0,53.0,2014
4124,United States,,2014-03-03 00:00:00,2014-03-10 00:00:00,8,0,900,,Storm/Tidal Surge,,,very large,34.8366,2.621217008,168.729,7.30951,Americas,Northern America,19.0,21.0,2014
4123,Mozambique,,2014-02-24 00:00:00,2014-03-10 00:00:00,15,4,20000,,Heavy Rain,,,large,481907.88,6.859055287,31.5459,-24.4459,Africa,Eastern Africa,2.0,14.0,2014
4122,France,Italy,2014-01-20 00:00:00,2014-02-07 00:00:00,19,4,1000,,Heavy Rain,,,very large,82989.45,6.373867746,7.0993,43.9958,Europe,Western Europe,150.0,155.0,2014
4121,Indonesia,,2014-01-08 00:00:00,2014-02-07 00:00:00,31,23,20000,,Heavy Rain,,,very large,35769.22,6.220962423,107.706,-6.6324,Asia,South-Eastern Asia,142.0,35.0,2014
4120,Australia,,2014-02-02 00:00:00,2014-02-07 00:00:00,6,0,0,,Hurricane/Tropical Storm,,,large,426979.84,6.408558621,131.732,-14.3299,Oceania,Australia and New Zealand,9.0,53.0,2014
4119,Zimbabwe,,2014-01-15 00:00:00,2014-02-07 00:00:00,24,0,4000,,Heavy Rain,,,very large,72462.23,6.416414196,28.9231,-20.2044,Africa,Eastern Africa,2.0,14.0,2014
4118,Zimbabwe,,2014-01-15 00:00:00,2014-02-07 00:00:00,24,0,0,,Heavy Rain,,,very large,142586.1,6.710379691,30.8531,-17.2057,Africa,Eastern Africa,2.0,14.0,2014
4117,Bolivia,,2014-01-10 00:00:00,2014-05-01 00:00:00,112,60,84000,,Heavy Rain,,,extreme,381576.65,7.931829809,-64.0135,-13.3888,Americas,South America,19.0,5.0,2014
4116,Peru,,2014-01-01 00:00:00,2014-01-04 00:00:00,4,0,300,,Heavy Rain,,,large,74144.66,5.472139868999999,-71.5232,-12.4186,Americas,South America,19.0,5.0,2014
4115,United States,,2013-12-22 00:00:00,2014-01-04 00:00:00,14,5,0,,Heavy Rain,,,large,16069.91,5.35214148,-86.7899,37.5597,Americas,Northern America,19.0,21.0,2013
4114,Saint Vincent,St. Lucia,2013-12-26 00:00:00,2014-01-04 00:00:00,10,11,0,,Heavy Rain,,,large,830.232,3.9191994689999996,-60.9886,13.9188,,,,,2013
4113,Brazil,,2013-12-23 00:00:00,2014-01-04 00:00:00,13,45,60000,,Heavy Rain,,,extreme,314284.91,6.912296877,-41.9423,-18.9538,Americas,South America,19.0,5.0,2013
4112,Indonesia,,2013-12-29 00:00:00,2014-01-04 00:00:00,7,0,4500,,Heavy Rain,,,large,22524.63,5.197755706000001,97.2893,4.48013,Asia,South-Eastern Asia,142.0,35.0,2013
4111,United Kingdom,Ireland,2013-12-27 00:00:00,2014-02-07 00:00:00,43,0,200,,Heavy Rain,,,very large,126149.79,6.910446247,-1.51144,53.2732,Europe,Northern Europe,150.0,154.0,2013
4110,Thailand,,2013-11-20 00:00:00,2013-12-08 00:00:00,19,23,15254,,Monsoon,,,very large,38676.71,6.042294384,100.395,7.2182,Asia,South-Eastern Asia,142.0,35.0,2013
4109,Cuba,,2013-12-01 00:00:00,2013-12-08 00:00:00,8,2,227,,Heavy Rain,,,large,7627.3,4.7854608160000005,-81.3958,22.9043,Americas,Caribbean,19.0,29.0,2013
4108,Niger,,2013-11-03 00:00:00,2013-12-08 00:00:00,36,0,1000,,Heavy Rain,,,large,65791.14,6.374469912,13.2017,15.0103,Africa,Western Africa,2.0,11.0,2013
4107,Malaysia,,2013-12-01 00:00:00,2013-12-08 00:00:00,8,1,19000,,Monsoon,,,very large,106697.53,6.107335612000001,102.36200000000001,3.5844400000000003,Asia,South-Eastern Asia,142.0,35.0,2013
4106,United Kingdom,Germany,2013-12-05 00:00:00,2013-12-08 00:00:00,4,8,4000,,Storm/Tidal Surge,,,extreme,51279.6,5.613034616,7.533060000000001,53.4431,Europe,Northern Europe,150.0,154.0,2013
4105,Somalia,,2013-11-08 00:00:00,2013-11-19 00:00:00,12,100,0,,Hurricane/Tropical Storm,,,very large,181848.02,6.514981082,57.4276,21.6819,Africa,Eastern Africa,2.0,14.0,2013
4104,Saudi Arabia,,2013-11-18 00:00:00,2013-11-19 00:00:00,2,15,121,,Heavy Rain,,,very large,361386.84,6.035093588,44.8084,27.4145,Asia,Western Asia,142.0,145.0,2013
4103,Vietnam,,2013-11-14 00:00:00,2013-11-19 00:00:00,6,41,80000,,Heavy Rain,,,very large,48985.15,5.644306952000001,107.706,15.5821,Asia,South-Eastern Asia,142.0,35.0,2013
4102,Italy,,2013-11-18 00:00:00,2013-11-19 00:00:00,2,18,2700,,Heavy Rain,,,extreme,15699.75,4.797952728,9.00455,40.3008,Europe,Southern Europe,150.0,39.0,2013
4101,United States,,2013-10-31 00:00:00,2013-11-10 00:00:00,11,4,4800,,Heavy Rain,,,extreme,38936.39,5.932778364,-98.0111,30.6607,Americas,Northern America,19.0,21.0,2013
4100,Philippines,,2013-11-08 00:00:00,2013-11-19 00:00:00,12,2000,200000,,Hurricane/Tropical Storm,,,extreme,32476.99,5.891787012999999,125.052,11.4452,Asia,South-Eastern Asia,142.0,35.0,2013
4099,South Sudan,,2013-11-03 00:00:00,2013-11-19 00:00:00,17,0,100,,Heavy Rain,,,large,111000.43,6.275773582999999,31.7933,7.3392800000000005,Africa,Eastern Africa,2.0,14.0,2013
4098,India,,2013-10-12 00:00:00,2013-11-10 00:00:00,30,7,0,,Heavy Rain,,,very large,102661.14,6.664618596,85.9321,24.7174,Asia,Southern Asia,142.0,34.0,2013
4097,Peru,,2013-10-11 00:00:00,2013-10-14 00:00:00,4,0,1100,,Heavy Rain,,,very large,253520.53,6.182164384,-76.1873,-8.5735,Americas,South America,19.0,5.0,2013
4096,Indonesia,,2013-10-07 00:00:00,2013-10-14 00:00:00,8,0,16000,,Heavy Rain,,,very large,31023.66,5.570874278,99.6771,2.95415,Asia,South-Eastern Asia,142.0,35.0,2013
4095,China,,2013-10-08 00:00:00,2013-10-14 00:00:00,7,6,176900,,Hurricane/Tropical Storm,,,very large,41577.16,5.64004412,120.573,29.15,Asia,Eastern Asia,142.0,30.0,2013
4094,South Sudan,,2013-10-08 00:00:00,2013-10-14 00:00:00,7,0,3300,,Heavy Rain,,,large,172574.26,6.08207406,28.8241,7.737239999999999,Africa,Eastern Africa,2.0,14.0,2013
4093,Philippines,,2013-10-12 00:00:00,2013-10-14 00:00:00,3,13,2500,,Hurricane/Tropical Storm,,,extreme,54531.07,5.51479527,121.19200000000001,16.6413,Asia,South-Eastern Asia,142.0,35.0,2013
4092,Thailand,,2013-09-30 00:00:00,2013-10-14 00:00:00,15,42,982799,,Monsoon,,,very large,312091.0,6.846463762999999,101.694,13.0819,Asia,South-Eastern Asia,142.0,35.0,2013
4091,India,,2013-10-12 00:00:00,2013-10-14 00:00:00,3,27,250000,,Hurricane/Tropical Storm,,,extreme,246385.23,6.16976592,84.2495,21.2719,Asia,Southern Asia,142.0,34.0,2013
4090,Cambodia,,2013-09-27 00:00:00,2013-10-14 00:00:00,18,122,60000,,Monsoon,,,very large,52283.25,6.14972634,105.084,12.658,Asia,South-Eastern Asia,142.0,35.0,2013
4089,United States,,2013-09-12 00:00:00,2013-09-20 00:00:00,9,10,11000,,Monsoon,,,extreme,100404.04,6.257023693,-105.14299999999999,38.0024,Americas,Northern America,19.0,21.0,2013
4088,Nigeria,,2013-09-10 00:00:00,2013-09-16 00:00:00,7,0,300,,Heavy Rain,,,very large,178191.77,6.272076941,7.6374699999999995,10.5244,Africa,Western Africa,2.0,11.0,2013
4087,Romania,,2013-09-11 00:00:00,2013-09-16 00:00:00,6,8,2100,,Heavy Rain,,,extreme,7171.77,4.934807599,27.5529,45.7492,Europe,Eastern Europe,150.0,151.0,2013
4086,China,,2013-08-15 00:00:00,2013-08-21 00:00:00,7,40,0,,Hurricane/Tropical Storm,,,very large,98182.91,6.013225199,113.694,22.7696,Asia,Eastern Asia,142.0,30.0,2013
4085,China,,2013-08-18 00:00:00,2013-08-21 00:00:00,4,80,0,,Monsoon,,,very large,93531.74,5.749110264,100.184,35.9161,Asia,Eastern Asia,142.0,30.0,2013
4084,Philippines,,2013-08-13 00:00:00,2013-08-21 00:00:00,9,8,280000,,Monsoon,Hurricane/Tropical Storm,,extreme,50412.4,5.957809879,121.14200000000001,16.3191,Asia,South-Eastern Asia,142.0,35.0,2013
4083,China,Russia,2013-08-07 00:00:00,2013-10-14 00:00:00,69,100,260000,,Heavy Rain,,,extreme,1430155.56,8.295262365,130.27200000000002,50.5323,Asia,Eastern Asia,142.0,30.0,2013
4082,Pakistan,,2013-08-07 00:00:00,2013-08-21 00:00:00,15,70,12000,,Monsoon,,,very large,462763.09,7.01754123,69.1065,28.7404,Asia,Southern Asia,142.0,34.0,2013
4081,Burma/Myanmar,Thailand,2013-07-25 00:00:00,2013-08-07 00:00:00,14,1,34000,,Heavy Rain,,,very large,125250.85,6.419999977000001,98.1556,18.3122,Asia,South-Eastern Asia,142.0,35.0,2013
4080,United States,,2013-08-05 00:00:00,2013-08-07 00:00:00,3,2,100,,Heavy Rain,,,very large,123143.44,5.743623795,-94.1535,38.2138,Americas,Northern America,19.0,21.0,2013
4079,Russia,China,2013-08-01 00:00:00,2013-08-07 00:00:00,7,0,1500,,Heavy Rain,,,extreme,102479.27,6.1567640589999995,128.424,50.0043,Europe,Eastern Europe,150.0,151.0,2013
4078,Pakistan,Afghanistan,2013-08-01 00:00:00,2013-08-07 00:00:00,7,135,81000,,Heavy Rain,,,very large,549425.38,6.761098016,70.6377,32.8144,Asia,Southern Asia,142.0,34.0,2013
4077,Sudan,,2013-08-01 00:00:00,2013-08-21 00:00:00,21,11,100000,,Heavy Rain,,,very large,1004638.92,7.500320553,28.9896,13.6883,Africa,Northern Africa,2.0,15.0,2013
4076,Kenya,,2013-08-05 00:00:00,2013-08-07 00:00:00,3,0,5000,,Heavy Rain,,,large,9047.26,4.4336383260000005,35.2088,1.6607599999999998,Africa,Eastern Africa,2.0,14.0,2013
4075,Paraguay,,2013-07-04 00:00:00,2013-07-15 00:00:00,12,0,52000,,Heavy Rain,,,very large,131222.52,6.373280879,-57.6536,-24.146,Americas,South America,19.0,5.0,2013
4074,North Korea,,2013-07-10 00:00:00,2013-07-15 00:00:00,6,2,760,,Heavy Rain,,,large,21695.38,5.114518512,126.319,39.6151,Asia,Eastern Asia,142.0,30.0,2013
4073,China,,2013-07-11 00:00:00,2013-07-15 00:00:00,5,0,8,,Heavy Rain,,,very large,112220.53,5.925133579,108.355,23.0867,Asia,Eastern Asia,142.0,30.0,2013
4072,China,,2013-07-13 00:00:00,2013-07-15 00:00:00,3,1,300000,,Hurricane/Tropical Storm,,,very large,101850.92,5.66117747,118.14,25.8633,Asia,Eastern Asia,142.0,30.0,2013
4071,China,,2013-07-05 00:00:00,2013-07-15 00:00:00,11,200,100000,,Heavy Rain,,,very large,419827.15,6.840554465,104.022,30.4563,Asia,Eastern Asia,142.0,30.0,2013
4070,Laos,,2013-06-23 00:00:00,2013-06-27 00:00:00,5,0,0,,Monsoon,,,large,32196.91,5.206784198,104.85,17.6991,Asia,South-Eastern Asia,142.0,35.0,2013
4069,India,,2013-06-23 00:00:00,2013-07-15 00:00:00,23,80,2000000,,Monsoon,,,extreme,38019.26,6.242761491,94.9182,27.386999999999997,Asia,Southern Asia,142.0,34.0,2013
4068,Canada,,2013-06-20 00:00:00,2013-06-27 00:00:00,8,3,100000,,Heavy Rain,,,extreme,307926.47,6.692567006,-109.647,51.2434,Americas,Northern America,19.0,21.0,2013
4067,India,,2013-06-11 00:00:00,2013-06-18 00:00:00,8,0,8000,,Monsoon,,,large,152700.5,6.086930446,82.5285,21.9781,Asia,Southern Asia,142.0,34.0,2013
4066,New Zealand,,2013-06-15 00:00:00,2013-06-18 00:00:00,4,0,0,,Heavy Rain,,,very large,42497.49,5.406514531,170.669,-44.3589,Oceania,Australia and New Zealand,9.0,53.0,2013
4065,India,,2013-06-12 00:00:00,2013-06-27 00:00:00,16,5748,75000,,Monsoon,,,very large,131743.41,6.499940142000001,76.6135,32.7135,Asia,Southern Asia,142.0,34.0,2013
4064,United States,,2013-05-25 00:00:00,2013-06-03 00:00:00,10,5,0,,Heavy Rain,,,very large,170079.48,6.406743177999999,-91.6341,37.0898,Americas,Northern America,19.0,21.0,2013
4063,Germany,Czech Republic,2013-05-28 00:00:00,2013-06-18 00:00:00,22,8,3000,,Heavy Rain,,,extreme,241203.7,7.025836642000001,12.1089,49.1358,Europe,Western Europe,150.0,155.0,2013
4062,Norway,,2013-05-22 00:00:00,2013-05-28 00:00:00,7,0,500,,Heavy Rain,Snow/Ice Melt,,very large,28071.86,5.469460487999999,10.478,61.2832,Europe,Northern Europe,150.0,154.0,2013
4061,United States,,2013-05-25 00:00:00,2013-06-03 00:00:00,10,0,400,,Heavy Rain,,,large,123500.44,6.091668505,-93.3867,41.9211,Americas,Northern America,19.0,21.0,2013
4060,United States,,2013-05-25 00:00:00,2013-05-28 00:00:00,4,3,300,,Heavy Rain,,,extreme,33907.85,5.43339024,-98.8879,28.899,Americas,Northern America,19.0,21.0,2013
4059,Colombia,,2013-05-26 00:00:00,2013-05-28 00:00:00,3,0,0,,Heavy Rain,,,large,125894.94,5.57712953,-74.5465,3.66687,Americas,South America,19.0,5.0,2013
4058,Sri Lanka,,2013-05-13 00:00:00,2013-05-16 00:00:00,4,7,115000,,Hurricane/Tropical Storm,,,large,17254.01,4.838950037,80.5325,7.135280000000001,Asia,Southern Asia,142.0,34.0,2013
4057,China,,2013-05-12 00:00:00,2013-05-28 00:00:00,17,55,10000,,Monsoon,,,very large,84761.74,6.334740044,114.464,23.6387,Asia,Eastern Asia,142.0,30.0,2013
4056,Bangladesh,Burma/Myanmar,2013-05-14 00:00:00,2013-05-16 00:00:00,3,19,1166000,,Hurricane/Tropical Storm,,,very large,72847.78,5.515628835,91.194,23.6387,Asia,Southern Asia,142.0,34.0,2013
4055,Somalia,,2013-05-01 00:00:00,2013-05-16 00:00:00,16,7,50000,,Heavy Rain,,,extreme,243476.26,6.891606599999999,43.6553,2.1696400000000002,Africa,Eastern Africa,2.0,14.0,2013
