registerNum,country1,country2,dateBegan,dateEnded,durationDays,peopleDead,peopleDisplaced,damageUsd,mainCause1,mainCause2,mainCause3,severity,affectedSqKm,magnitude,centroidX,centroidY,region,sub_region,region_code,sub_region_code,year
2475,Tanzania,,2004-04-18 00:00:00,2004-04-19 00:00:00,2,0,2600,,Heavy Rain,,,large,1526.96,3.4848576560000004,38.2289,-6.66212,Africa,Eastern Africa,2.0,14.0,2004
2474,Vietnam,,2004-04-16 00:00:00,2004-04-17 00:00:00,2,9,0,,Heavy Rain,,,large,3305.11,3.820215914,103.941,21.2792,Asia,South-Eastern Asia,142.0,35.0,2004
2473,Bangladesh,India,2004-04-14 00:00:00,2004-05-03 00:00:00,20,12,50000,,Heavy Rain,,,large,29066.34,5.764420345,91.6947,24.8942,Asia,Southern Asia,142.0,34.0,2004
2472,Saudi Arabia,,2004-04-14 00:00:00,2004-04-16 00:00:00,3,5,400,,Heavy Rain,,,large,2676.01,3.904608987,42.6602,17.0785,Asia,Western Asia,142.0,145.0,2004
2471,Russia,,2004-04-14 00:00:00,2004-05-16 00:00:00,33,18,4800,25000000,Heavy Rain,Snow/Ice Melt,,large,264456.02,6.940867397000001,86.6102,51.9754,Europe,Eastern Europe,150.0,151.0,2004
2470,Djibouti,,2004-04-12 00:00:00,2004-04-16 00:00:00,5,53,2000,,Heavy Rain,,,large,375.43300000000005,3.273502448,43.1004,11.485999999999999,Africa,Eastern Africa,2.0,14.0,2004
2469,Bosnia and Herzegovina,Croatia,2004-04-12 00:00:00,2004-05-02 00:00:00,21,0,1200,15200000,Heavy Rain,,,large,104997.2,6.3433970120000005,17.7749,44.8661,Europe,Southern Europe,150.0,39.0,2004
2468,Peru,,2004-04-10 00:00:00,2004-04-11 00:00:00,2,1,50,,Heavy Rain,,,large,271.875,2.73539927,-72.5289,-13.1078,Americas,South America,19.0,5.0,2004
2467,Kenya,,2004-04-09 00:00:00,2004-05-11 00:00:00,33,50,15000,,Heavy Rain,,,large,268299.25,6.947133399,35.2972,0.087035,Africa,Eastern Africa,2.0,14.0,2004
2466,Yemen,,2004-04-08 00:00:00,2004-04-09 00:00:00,2,4,0,,Heavy Rain,,,large,9904.24,4.296851151,44.5352,14.0626,Asia,Western Asia,142.0,145.0,2004
2465,Fiji,,2004-04-08 00:00:00,2004-04-18 00:00:00,11,10,2760,2600000,Hurricane/Tropical Storm,,,large,9448.2,5.016741763,177.926,-17.7817,Oceania,Melanesia,9.0,54.0,2004
2464,Mexico,,2004-04-04 00:00:00,2004-04-06 00:00:00,3,37,3500,,Heavy Rain,,,large,18401.51,4.741974717,-100.31200000000001,28.4909,Americas,Central America,19.0,13.0,2004
2463,Russia,Belarus,2004-03-30 00:00:00,2004-05-05 00:00:00,37,0,1220,,Heavy Rain,Snow/Ice Melt,,large,839987.0,7.492474289,34.4848,53.4739,Europe,Eastern Europe,150.0,151.0,2004
2462,United States,Canada,2004-03-28 00:00:00,2004-04-11 00:00:00,15,0,1000,4500000,Heavy Rain,Snow/Ice Melt,,extreme,30761.93,5.965134834,-97.9994,48.162,Americas,Northern America,19.0,21.0,2004
2461,Australia,,2004-03-27 00:00:00,2004-04-03 00:00:00,8,0,250,,Hurricane/Tropical Storm,,,large,53346.1,5.630192662000001,120.06,-21.4033,Oceania,Australia and New Zealand,9.0,53.0,2004
2460,Bosnia and Herzegovina,Croatia,2004-03-23 00:00:00,2004-04-03 00:00:00,12,0,0,,Heavy Rain,,,large,47165.16,5.752802558,18.0251,45.288999999999994,Europe,Southern Europe,150.0,39.0,2004
2459,Papua New Guinea,,2004-03-20 00:00:00,2004-03-31 00:00:00,12,2,4000,,Heavy Rain,,,large,3315.43,4.599721109,145.509,-5.6766,Oceania,Melanesia,9.0,54.0,2004
2458,Australia,,2004-03-19 00:00:00,2004-03-27 00:00:00,9,0,0,20000000,Hurricane/Tropical Storm,,,large,120148.25,6.033959959,143.299,-13.875,Oceania,Australia and New Zealand,9.0,53.0,2004
2457,Indonesia,,2004-03-16 00:00:00,2004-03-17 00:00:00,2,1,8000,,Heavy Rain,,,large,1435.96,3.4581723380000002,107.494,-6.93005,Asia,South-Eastern Asia,142.0,35.0,2004
2456,Madagascar,,2004-03-07 00:00:00,2004-03-19 00:00:00,13,198,216000,250000000,Hurricane/Tropical Storm,,,large,44233.26,5.759692299999999,49.3672,-14.3938,Africa,Eastern Africa,2.0,14.0,2004
2455,United States,,2004-03-04 00:00:00,2004-03-08 00:00:00,5,0,30,,Heavy Rain,,,large,108613.62,5.734854293,-95.9635,37.1562,Americas,Northern America,19.0,21.0,2004
2454,Malaysia,,2004-03-08 00:00:00,2004-03-13 00:00:00,6,0,12400,,Monsoon,,,large,14015.3,4.9247536489999995,103.354,1.86645,Asia,South-Eastern Asia,142.0,35.0,2004
2453,Russia,,2004-03-06 00:00:00,2004-03-11 00:00:00,6,0,1000,,Snow/Ice Melt,,,large,10516.82,4.800035691000001,39.8068,44.7613,Europe,Eastern Europe,150.0,151.0,2004
2452,Canada,,2004-03-06 00:00:00,2004-03-08 00:00:00,3,0,38,,Snow/Ice Melt,,,extreme,86.6257,2.715798007,-73.77199999999999,45.3367,Americas,Northern America,19.0,21.0,2004
2451,Brazil,,2004-03-06 00:00:00,2004-03-08 00:00:00,3,4,60000,,Heavy Rain,,,large,2879.29,3.9364066639999997,-38.5546,-3.88165,Americas,South America,19.0,5.0,2004
2450,Turkey,Armenia,2004-03-05 00:00:00,2004-03-09 00:00:00,5,8,3000,,Heavy Rain,Snow/Ice Melt,,large,353750.6,6.2476671889999995,44.585,40.1622,Asia,Western Asia,142.0,145.0,2004
2449,Papua New Guinea,,2004-03-05 00:00:00,2004-03-09 00:00:00,5,0,10000,,Heavy Rain,,,large,2011.2,4.002425265,144.54399999999998,-5.87694,Oceania,Melanesia,9.0,54.0,2004
2448,Mozambique,,2004-03-05 00:00:00,2004-03-19 00:00:00,15,0,100,,Heavy Rain,,,large,3374.3,4.704274951,34.5575,-19.1865,Africa,Eastern Africa,2.0,14.0,2004
2447,Australia,,2004-03-05 00:00:00,2004-03-06 00:00:00,2,2,0,,Heavy Rain,,,large,20579.09,4.614456162,153.22,-28.2218,Oceania,Australia and New Zealand,9.0,53.0,2004
2446,United States,,2004-03-05 00:00:00,2004-03-07 00:00:00,3,3,0,,Heavy Rain,,,large,70496.68,5.325289918999999,-83.7764,37.7875,Americas,Northern America,19.0,21.0,2004
2445,Russia,,2004-03-02 00:00:00,2004-03-05 00:00:00,4,0,0,,Snow/Ice Melt,,,large,1401.54,3.7486654880000003,45.06100000000001,51.9038,Europe,Eastern Europe,150.0,151.0,2004
2444,Australia,,2004-03-01 00:00:00,2004-03-09 00:00:00,9,0,0,,Hurricane/Tropical Storm,,,extreme,111021.08,6.300677952999999,116.975,-21.5563,Oceania,Australia and New Zealand,9.0,53.0,2004
2443,Bolivia,Brazil,2004-02-23 00:00:00,2004-04-01 00:00:00,39,0,0,,Heavy Rain,,,large,209386.98,6.91201428,-63.6763,-12.8522,Americas,South America,19.0,5.0,2004
2442,Australia,,2004-02-20 00:00:00,2004-03-07 00:00:00,17,0,0,,Heavy Rain,,,large,42115.0,5.854885726,124.624,-17.9451,Oceania,Australia and New Zealand,9.0,53.0,2004
2441,Australia,,2004-02-18 00:00:00,2004-03-10 00:00:00,22,0,0,,Heavy Rain,,,large,338694.19,6.872230428,134.694,-16.9769,Oceania,Australia and New Zealand,9.0,53.0,2004
2440,Brazil,,2004-02-11 00:00:00,2004-05-05 00:00:00,85,0,0,,Heavy Rain,,,large,139112.79,7.072785986,-50.4819,-11.8781,Americas,South America,19.0,5.0,2004
2439,Indonesia,,2004-02-22 00:00:00,2004-02-25 00:00:00,4,1,3000,,Heavy Rain,,,large,1083.59,3.63692498,99.1245,3.28175,Asia,South-Eastern Asia,142.0,35.0,2004
2438,Indonesia,,2004-02-18 00:00:00,2004-02-23 00:00:00,6,5,13000,60000000,Heavy Rain,,,large,284.716,3.232563124,106.838,-6.193969999999999,Asia,South-Eastern Asia,142.0,35.0,2004
2437,Indonesia,,2004-02-17 00:00:00,2004-02-25 00:00:00,9,0,4000,200000,Heavy Rain,,,large,3685.68,4.520760135,108.14399999999999,-6.40958,Asia,South-Eastern Asia,142.0,35.0,2004
2436,Australia,,2004-02-13 00:00:00,2004-02-17 00:00:00,5,0,0,,Heavy Rain,,,large,32950.64,5.216833858999999,120.087,-21.0923,Oceania,Australia and New Zealand,9.0,53.0,2004
2435,New Zealand,,2004-02-13 00:00:00,2004-02-25 00:00:00,13,2,2500,210000000,Heavy Rain,,,extreme,14841.55,5.586452607000001,175.533,-40.1531,Oceania,Australia and New Zealand,9.0,53.0,2004
2434,Philippines,,2004-02-11 00:00:00,2004-02-25 00:00:00,15,7,20000,,Heavy Rain,,,large,20372.96,5.485145392000001,125.744,8.229289999999999,Asia,South-Eastern Asia,142.0,35.0,2004
2433,Turkey,,2004-01-24 00:00:00,2004-02-14 00:00:00,22,0,0,,Heavy Rain,,,large,23470.4,5.712943172,27.9838,38.1568,Asia,Western Asia,142.0,145.0,2004
2432,Iraq,,2004-01-16 00:00:00,2004-02-25 00:00:00,41,0,0,,Heavy Rain,,,large,150236.89,6.789560442000001,46.1627,30.8406,Asia,Western Asia,142.0,145.0,2004
2431,Madagascar,,2004-01-08 00:00:00,2004-02-20 00:00:00,44,6,18000,,Heavy Rain,,,large,176541.44,6.890299341,44.6424,-17.4825,Africa,Eastern Africa,2.0,14.0,2004
2430,Namibia,Zambia,2004-02-01 00:00:00,2004-06-02 00:00:00,123,10,40000,,Heavy Rain,,,extreme,615606.17,8.180238071,21.4274,-14.5615,Africa,Southern Africa,2.0,18.0,2004
2429,Indonesia,,2004-02-03 00:00:00,2004-02-05 00:00:00,3,4,2400,,Heavy Rain,,,large,26683.32,4.9033611189999995,112.566,-7.63155,Asia,South-Eastern Asia,142.0,35.0,2004
2428,United Kingdom,,2004-02-03 00:00:00,2004-02-07 00:00:00,5,0,0,,Heavy Rain,Snow/Ice Melt,,large,385.603,3.285110408,-3.7819599999999998,53.1328,Europe,Northern Europe,150.0,154.0,2004
2427,Tanzania,,2004-02-02 00:00:00,2004-02-04 00:00:00,3,4,0,,Heavy Rain,,,large,534.805,3.205316714,38.9875,-10.0803,Africa,Eastern Africa,2.0,14.0,2004
2426,Kazahkstan,,2004-01-30 00:00:00,2004-03-02 00:00:00,33,0,2000,,Dam Failure,,,large,64571.92,6.32855764,63.7561,45.1809,,,,,2004
2425,Angola,Namibia,2004-01-27 00:00:00,2004-03-01 00:00:00,35,0,0,,Heavy Rain,,,large,75082.68,6.41960781,15.2262,-16.048,Africa,Middle Africa,2.0,17.0,2004
2424,Australia,,2004-01-29 00:00:00,2004-02-05 00:00:00,8,0,0,1000000,Heavy Rain,,,extreme,17758.4,5.453523817000001,147.369,-41.4063,Oceania,Australia and New Zealand,9.0,53.0,2004
2423,Mozambique,,2004-01-25 00:00:00,2004-02-06 00:00:00,13,2,0,,Heavy Rain,,,large,1308.79,4.23081332,32.8681,-25.399,Africa,Eastern Africa,2.0,14.0,2004
2422,Malaysia,,2004-01-24 00:00:00,2004-02-03 00:00:00,11,3,6900,,Heavy Rain,,,large,32623.07,5.5549175129999995,103.742,1.62683,Asia,South-Eastern Asia,142.0,35.0,2004
2421,Namibia,,2004-01-14 00:00:00,2004-01-17 00:00:00,4,1,0,,Heavy Rain,,,extreme,540.126,3.63558507,17.1124,-22.5514,Africa,Southern Africa,2.0,18.0,2004
2420,Yemen,,2004-01-12 00:00:00,2004-01-21 00:00:00,10,5,0,,Heavy Rain,,,large,10630.55,5.0265557339999996,45.3309,14.3526,Asia,Western Asia,142.0,145.0,2004
2419,Afghanistan,,2004-01-15 00:00:00,2004-01-17 00:00:00,3,0,4000,,Heavy Rain,,,large,1927.13,3.762032267,62.1535,34.3173,Asia,Southern Asia,142.0,34.0,2004
2418,Brazil,,2004-01-10 00:00:00,2004-03-08 00:00:00,59,161,230000,117000000,Heavy Rain,,,large,2018522.23,8.075885547999999,-44.6785,-22.525,Americas,South America,19.0,5.0,2004
2417,Australia,,2004-01-14 00:00:00,2004-02-25 00:00:00,43,0,3400,32000000,Monsoon,,,extreme,1231895.8,8.025072426,141.148,-19.1711,Oceania,Australia and New Zealand,9.0,53.0,2004
2416,Bolivia,,2004-01-10 00:00:00,2004-01-11 00:00:00,2,0,40000,,Heavy Rain,,,large,3573.26,3.854094613,-64.8904,-14.8766,Americas,South America,19.0,5.0,2004
2415,Iran,,2004-01-10 00:00:00,2004-01-19 00:00:00,10,6,8000,,Heavy Rain,,,large,87835.8,5.943671561,51.4395,29.4666,Asia,Southern Asia,142.0,34.0,2004
2414,Peru,,2004-01-08 00:00:00,2004-01-10 00:00:00,3,0,11000,,Heavy Rain,,,large,73131.96,5.341228468,-76.2224,-8.29307,Americas,South America,19.0,5.0,2004
2413,Guyana,,2004-01-05 00:00:00,2004-01-07 00:00:00,3,0,0,,Heavy Rain,,,large,16827.6,4.703143435,-58.3564,6.662560000000001,Americas,South America,19.0,5.0,2004
2412,United States,,2004-01-04 00:00:00,2004-01-16 00:00:00,13,2,60,,Heavy Rain,,,large,167998.11,6.339247747999999,-85.3878,38.677,Americas,Northern America,19.0,21.0,2004
2411,United States,,2003-12-25 00:00:00,2003-12-26 00:00:00,2,15,0,,Heavy Rain,,,large,257.16200000000003,2.71123679,-117.24600000000001,34.2005,Americas,Northern America,19.0,21.0,2003
2410,Turkey,,2003-12-24 00:00:00,2003-12-26 00:00:00,3,6,0,,Heavy Rain,,,large,1305.97,3.593054455,30.7881,37.0067,Asia,Western Asia,142.0,145.0,2003
2409,Bolivia,,2003-12-22 00:00:00,2003-12-26 00:00:00,5,35,0,1000000,Heavy Rain,,,large,8232.15,4.61448328,-65.0585,-16.7225,Americas,South America,19.0,5.0,2003
2408,Tanzania,,2003-12-20 00:00:00,2003-12-21 00:00:00,2,0,2000,,Heavy Rain,,,large,238.27,2.67809936,37.7078,-4.075130000000001,Africa,Eastern Africa,2.0,14.0,2003
2407,Philippines,,2003-12-19 00:00:00,2004-01-07 00:00:00,20,200,97500,3000000,Heavy Rain,,,large,12916.99,5.412191319,125.766,8.88198,Asia,South-Eastern Asia,142.0,35.0,2003
2406,Malaysia,,2003-12-17 00:00:00,2004-01-10 00:00:00,25,0,2000,,Heavy Rain,,,large,21651.02,5.73341837,117.98200000000001,5.4150599999999995,Asia,South-Eastern Asia,142.0,35.0,2003
2405,Costa Rica,,2003-12-12 00:00:00,2003-12-14 00:00:00,3,1,2500,,Heavy Rain,,,large,766.549,3.361661176,-83.3059,10.0941,Americas,Central America,19.0,13.0,2003
2404,Tunisia,,2003-12-12 00:00:00,2003-12-13 00:00:00,2,7,0,,Heavy Rain,,,large,9918.63,4.297481686,9.22676,36.7779,Africa,Northern Africa,2.0,15.0,2003
2403,Indonesia,,2003-12-10 00:00:00,2004-01-23 00:00:00,45,148,350000,,Heavy Rain,,,extreme,82419.94,6.870274802999999,102.902,-1.0416299999999998,Asia,South-Eastern Asia,142.0,35.0,2003
2402,Thailand,,2003-12-10 00:00:00,2003-12-15 00:00:00,6,6,0,1400000,Heavy Rain,,,large,27233.62,5.213256624,99.6651,8.6548,Asia,South-Eastern Asia,142.0,35.0,2003
2401,Malaysia,,2003-11-30 00:00:00,2003-12-18 00:00:00,19,5,3000,,Heavy Rain,,,large,22660.13,5.634015998,103.22,4.81717,Asia,South-Eastern Asia,142.0,35.0,2003
2400,Dominican Republic,,2003-12-06 00:00:00,2003-12-08 00:00:00,3,8,1000,,Hurricane/Tropical Storm,,,large,7224.1,4.335905004,-70.3175,18.3702,Americas,Caribbean,19.0,29.0,2003
2399,Indonesia,,2003-12-05 00:00:00,2003-12-10 00:00:00,6,0,1000,,Heavy Rain,,,large,539.962,3.510514448,98.7288,3.59651,Asia,South-Eastern Asia,142.0,35.0,2003
2398,Venezuela,,2003-12-02 00:00:00,2003-12-06 00:00:00,5,0,6000,,Heavy Rain,,,large,11855.82,4.772901601,-72.3083,9.06005,Americas,South America,19.0,5.0,2003
2397,Indonesia,,2003-11-30 00:00:00,2003-12-06 00:00:00,7,0,4000,,Heavy Rain,,,large,3601.56,4.401588694,101.494,0.286528,Asia,South-Eastern Asia,142.0,35.0,2003
2396,Australia,,2003-12-02 00:00:00,2003-12-03 00:00:00,2,0,50,75000000,Heavy Rain,,,large,106.546,2.328567146,145.105,-37.8337,Oceania,Australia and New Zealand,9.0,53.0,2003
2395,France,,2003-12-01 00:00:00,2003-12-10 00:00:00,10,9,27000,29000000,Heavy Rain,,,extreme,86272.34,6.236901573,4.94085,44.8217,Europe,Western Europe,150.0,155.0,2003
2394,Colombia,,2003-11-29 00:00:00,2003-12-01 00:00:00,3,4,0,,Heavy Rain,,,large,5584.25,4.224086108,-75.0817,10.6202,Americas,South America,19.0,5.0,2003
2393,Brazil,,2003-11-29 00:00:00,2003-11-30 00:00:00,2,7,2000,,Heavy Rain,,,large,3338.3,3.824555358,-43.3561,-22.6439,Americas,South America,19.0,5.0,2003
2392,Honduras,,2003-11-28 00:00:00,2003-12-24 00:00:00,27,7,3000,20000000,Heavy Rain,,,large,5307.76,5.156275041000001,-86.8593,15.7298,Americas,Central America,19.0,13.0,2003
2391,Canada,,2003-11-24 00:00:00,2003-12-02 00:00:00,9,0,15,,Heavy Rain,,,large,1045.19,3.973437755,-75.9574,46.1831,Americas,Northern America,19.0,21.0,2003
2390,Vietnam,,2003-11-24 00:00:00,2003-11-26 00:00:00,3,3,0,,Heavy Rain,,,large,3793.65,4.056178515,108.35,15.6116,Asia,South-Eastern Asia,142.0,35.0,2003
2389,Indonesia,,2003-11-22 00:00:00,2003-11-24 00:00:00,3,3,12000,,Heavy Rain,,,large,702.7239999999999,3.3239060410000003,112.552,-8.10688,Asia,South-Eastern Asia,142.0,35.0,2003
2388,United States,,2003-11-19 00:00:00,2003-11-22 00:00:00,4,9,250,,Heavy Rain,,,extreme,213997.96,6.23349962,-79.3157,38.8759,Americas,Northern America,19.0,21.0,2003
2387,Morocco,,2003-11-17 00:00:00,2003-11-21 00:00:00,5,13,0,,Heavy Rain,,,large,21201.19,5.025330242,-2.9172599999999997,34.9615,Africa,Northern Africa,2.0,15.0,2003
2386,Spain,,2003-11-01 00:00:00,2004-01-18 00:00:00,79,3,0,,Heavy Rain,,,large,13377.33,6.023996532000001,-6.24949,37.0912,Europe,Southern Europe,150.0,39.0,2003
2385,Sierra Leone,,2003-11-11 00:00:00,2003-11-13 00:00:00,3,0,200,,Heavy Rain,,,large,8243.39,4.393227102,-11.853,7.4768,Africa,Western Africa,2.0,11.0,2003
2384,South Africa,,2003-11-13 00:00:00,2003-11-13 00:00:00,1,4,0,,Heavy Rain,,,large,457.6,2.660486016,24.7996,-27.5236,Africa,Southern Africa,2.0,18.0,2003
2383,Vietnam,,2003-11-12 00:00:00,2003-11-17 00:00:00,6,61,0,35000000,Heavy Rain,,,large,38304.75,5.361403883,108.979,12.9047,Asia,South-Eastern Asia,142.0,35.0,2003
2382,United States,,2003-11-12 00:00:00,2003-11-13 00:00:00,2,18,0,,Heavy Rain,,,large,254.649,2.706971971,-118.273,33.8989,Americas,Northern America,19.0,21.0,2003
2381,Argentina,,2003-11-11 00:00:00,2003-11-13 00:00:00,3,12,900,,Heavy Rain,,,large,297683.26,5.950875667999999,-61.68600000000001,-32.7122,Americas,South America,19.0,5.0,2003
2380,Haiti,,2003-11-10 00:00:00,2003-11-26 00:00:00,17,12,48000,15500000,Heavy Rain,,,large,21413.21,5.5611306979999995,-70.9826,19.4794,Americas,Caribbean,19.0,29.0,2003
2379,Saudi Arabia,,2003-11-10 00:00:00,2003-11-11 00:00:00,2,12,0,,Heavy Rain,,,large,507.189,3.0061998219999997,39.8268,21.4209,Asia,Western Asia,142.0,145.0,2003
2378,Papua New Guinea,,2003-11-06 00:00:00,2003-11-10 00:00:00,5,2,5000,,Heavy Rain,,,large,952.0889999999999,3.677647552,147.41899999999998,-6.63283,Oceania,Melanesia,9.0,54.0,2003
2377,Indonesia,,2003-11-02 00:00:00,2003-11-03 00:00:00,2,165,1600,,Heavy Rain,,,large,595.224,3.07571043,98.0634,3.4285300000000003,Asia,South-Eastern Asia,142.0,35.0,2003
2376,Taiwan,Philippines,2003-11-02 00:00:00,2003-11-03 00:00:00,2,2,0,,Heavy Rain,,,large,17156.81,4.535466537,121.774,17.6099,Asia,Eastern Asia,142.0,30.0,2003
2375,Hungary,,2003-11-01 00:00:00,2003-11-02 00:00:00,2,0,150,,Dam Failure,,,large,94.8275,2.277964297,20.0,48.1,Europe,Eastern Europe,150.0,151.0,2003
2374,Rwanda,,2003-10-30 00:00:00,2003-10-31 00:00:00,2,0,7000,,Heavy Rain,,,large,3857.91,3.8873820880000003,30.2562,-1.44887,Africa,Eastern Africa,2.0,14.0,2003
2373,Colombia,,2003-10-29 00:00:00,2003-11-04 00:00:00,7,16,0,,Heavy Rain,,,large,171071.22,6.078274993,-75.3122,5.474880000000001,Americas,South America,19.0,5.0,2003
2372,Brazil,,2003-10-27 00:00:00,2003-10-31 00:00:00,5,0,0,,Heavy Rain,,,large,73221.49,5.563608567,-53.2687,-29.9288,Americas,South America,19.0,5.0,2003
2371,Russia,Georgia,2003-10-25 00:00:00,2003-10-27 00:00:00,3,0,600,2000000,Heavy Rain,,,extreme,51606.53,5.4908559089999995,40.7145,43.8129,Europe,Eastern Europe,150.0,151.0,2003
2370,Thailand,,2003-10-17 00:00:00,2003-11-04 00:00:00,19,3,3000,25000000,Monsoon,,,extreme,11463.21,5.639089845,99.79,12.5592,Asia,South-Eastern Asia,142.0,35.0,2003
2369,Canada,United States,2003-10-17 00:00:00,2003-10-26 00:00:00,10,4,4000,190000000,Heavy Rain,,,extreme,70921.02,6.151804969,-122.853,49.5023,Americas,Northern America,19.0,21.0,2003
2368,Vietnam,,2003-10-15 00:00:00,2003-10-22 00:00:00,8,52,40000,18000000,Heavy Rain,,,large,10631.92,4.929701687,108.846,14.7675,Asia,South-Eastern Asia,142.0,35.0,2003
2367,Algeria,,2003-10-15 00:00:00,2003-10-18 00:00:00,4,13,0,,Heavy Rain,,,large,51769.75,5.316136059,0.110269,34.9894,Africa,Northern Africa,2.0,15.0,2003
2366,United States,,2003-10-12 00:00:00,2003-10-24 00:00:00,13,0,50,,Heavy Rain,,,extreme,62960.79,6.214043517,-99.2055,27.6304,Americas,Northern America,19.0,21.0,2003
2365,Mexico,,2003-10-05 00:00:00,2003-10-12 00:00:00,8,0,1500,,Hurricane/Tropical Storm,,,large,14779.07,5.072737093,-93.6014,17.915,Americas,Central America,19.0,13.0,2003
2364,Malaysia,,2003-10-03 00:00:00,2003-10-25 00:00:00,23,3,39000,,Heavy Rain,,,extreme,21798.11,6.001176672000001,100.09700000000001,6.64704,Asia,South-Eastern Asia,142.0,35.0,2003
2363,New Zealand,,2003-10-03 00:00:00,2003-10-04 00:00:00,2,2,0,3000000,Heavy Rain,,,large,923.127,3.2662914489999997,174.84,-41.1902,Oceania,Australia and New Zealand,9.0,53.0,2003
2362,Sri Lanka,,2003-10-01 00:00:00,2003-10-02 00:00:00,2,8,10000,,Heavy Rain,,,large,5589.93,4.048436365,80.3531,6.34987,Asia,Southern Asia,142.0,34.0,2003
2361,Nigeria,,2003-09-22 00:00:00,2003-10-10 00:00:00,19,28,1000,,Heavy Rain,,,large,137750.0,6.417845207999999,11.9235,8.87752,Africa,Western Africa,2.0,11.0,2003
2360,Italy,,2003-09-23 00:00:00,2003-09-24 00:00:00,2,1,30,,Heavy Rain,,,large,1854.41,3.5692357560000003,10.3811,43.9155,Europe,Southern Europe,150.0,39.0,2003
2359,France,,2003-09-22 00:00:00,2003-09-23 00:00:00,2,1,30,,Heavy Rain,,,large,731.057,3.164981236,4.15721,43.7231,Europe,Western Europe,150.0,155.0,2003
2358,Indonesia,,2003-09-22 00:00:00,2003-09-24 00:00:00,3,0,5000,,Heavy Rain,,,large,643.389,3.285594886,98.7285,3.61275,Asia,South-Eastern Asia,142.0,35.0,2003
2357,Afghanistan,,2003-09-19 00:00:00,2003-09-22 00:00:00,4,3,0,,Heavy Rain,,,large,1785.32,3.8537760619999997,71.0404,34.9865,Asia,Southern Asia,142.0,34.0,2003
2356,Mexico,,2003-09-22 00:00:00,2003-10-01 00:00:00,10,2,6000,100000000,Hurricane/Tropical Storm,,,large,113990.59,6.056869002000001,-110.096,23.6058,Americas,Central America,19.0,13.0,2003
2355,Philippines,,2003-09-21 00:00:00,2003-09-22 00:00:00,2,9,0,,Heavy Rain,,,large,116.88600000000001,2.368792492,122.896,9.350439999999999,Asia,South-Eastern Asia,142.0,35.0,2003
2354,Nepal,,2003-09-20 00:00:00,2003-09-23 00:00:00,4,18,0,,Heavy Rain,,,extreme,48760.16,5.591155109,81.8672,29.1709,Asia,Southern Asia,142.0,34.0,2003
2353,China,,2003-09-20 00:00:00,2003-09-22 00:00:00,3,13,8000,9640000,Heavy Rain,,,large,2292.81,3.8374893219999997,118.581,25.7276,Asia,Eastern Asia,142.0,30.0,2003
2352,United States,,2003-09-18 00:00:00,2003-09-24 00:00:00,7,7,2500,,Hurricane/Tropical Storm,,,large,171199.17,6.078599695,-78.4245,37.3311,Americas,Northern America,19.0,21.0,2003
2351,Turkey,,2003-09-18 00:00:00,2003-09-18 00:00:00,1,6,0,,Heavy Rain,,,large,6689.31,3.8253813230000002,41.9462,39.0305,Asia,Western Asia,142.0,145.0,2003
2350,Tunisia,,2003-09-16 00:00:00,2003-09-18 00:00:00,3,4,0,,Heavy Rain,,,large,376.375,3.052742023,10.1861,36.865,Africa,Northern Africa,2.0,15.0,2003
2349,United States,,2003-09-15 00:00:00,2003-09-16 00:00:00,2,0,200,,Heavy Rain,,,large,2826.32,3.7522513269999997,-75.4413,39.8192,Americas,Northern America,19.0,21.0,2003
2348,South Korea,,2003-09-12 00:00:00,2003-09-15 00:00:00,4,127,9000,2900000000,Hurricane/Tropical Storm,,,large,21408.02,4.932636493,128.019,35.2349,Asia,Eastern Asia,142.0,30.0,2003
2347,Thailand,,2003-09-12 00:00:00,2003-10-12 00:00:00,31,7,10000,3690000,Monsoon,,,large,314895.7,6.9895284239999995,101.59299999999999,17.3728,Asia,South-Eastern Asia,142.0,35.0,2003
2346,Vietnam,,2003-09-10 00:00:00,2003-09-14 00:00:00,5,15,0,,Monsoon,,,large,31350.78,5.195218355,105.73,19.4009,Asia,South-Eastern Asia,142.0,35.0,2003
2345,Nigeria,,2003-09-05 00:00:00,2003-10-28 00:00:00,54,16,210000,2570000,Heavy Rain,,,large,134916.26,6.862458052999999,7.486860000000001,10.5143,Africa,Western Africa,2.0,11.0,2003
2344,Ethiopia,,2003-09-05 00:00:00,2003-09-05 00:00:00,1,7,0,,Heavy Rain,,,large,10530.39,4.022444456000001,37.868,10.5406,Africa,Eastern Africa,2.0,14.0,2003
2343,Pakistan,,2003-09-05 00:00:00,2003-09-06 00:00:00,2,30,0,,Heavy Rain,,,large,3519.3,3.847486285,72.0521,35.2335,Asia,Southern Asia,142.0,34.0,2003
2342,United States,,2003-09-01 00:00:00,2003-09-09 00:00:00,9,1,500,4200000,Heavy Rain,,,extreme,32128.23,5.762159305,-86.6173,39.7344,Americas,Northern America,19.0,21.0,2003
2341,United States,,2003-08-30 00:00:00,2003-08-31 00:00:00,2,6,0,,Heavy Rain,,,extreme,1168.71,3.669766751,-96.3291,38.5104,Americas,Northern America,19.0,21.0,2003
2340,Italy,,2003-08-29 00:00:00,2003-08-30 00:00:00,2,2,300,,Heavy Rain,,,large,1114.78,3.3482191639999996,13.2272,46.0812,Europe,Southern Europe,150.0,39.0,2003
